Date,Location,Temperature,Rainfall,Humidity,Water_source_quality,Sanitation_facilities,Population_density,Access_to_healthcare,Previous_outbreak_history,Reported_cases
2024-09-15,Port Kristine,28.5,29.6,57.9,Unsafe,Unimproved,9026,6.2,1,14
2023-12-02,Lake Ryan,33.7,8.5,58.2,Unsafe,Improved,7782,27.4,2,5
2024-09-22,Lake Brandonborough,25.1,4.0,66.6,Safe,Improved,410,11.2,0,0
2024-09-06,Lake Marthachester,26.0,29.2,72.2,Unsafe,Improved,3515,5.5,4,14
2024-10-03,New Randyshire,27.0,85.2,59.8,Safe,Improved,1192,2.8,0,0
2024-09-02,Allisonview,22.5,11.6,89.2,Safe,Unimproved,4376,26.0,2,5
2023-12-29,Hardingville,22.4,15.5,69.2,Unsafe,Unimproved,350,3.9,3,14
2024-07-09,Martinside,24.6,1.0,76.3,Safe,Improved,1112,29.2,2,0
2024-12-06,West Tommyville,25.6,5.6,67.4,Unsafe,Improved,8083,0.7,3,11
2023-09-18,Seanbury,36.3,3.1,60.4,Unsafe,Unimproved,1426,16.3,3,16
2023-07-15,Crystalfort,34.6,39.5,74.3,Unsafe,Unimproved,8895,19.5,4,7
2025-02-06,East Tonyashire,28.4,10.7,80.2,Safe,Unimproved,3252,27.2,3,8
2024-10-15,Mcgeehaven,29.5,8.9,83.3,Unsafe,Improved,5832,26.1,1,6
2025-05-07,New William,18.7,11.0,84.4,Unsafe,Unimproved,7482,29.7,3,7
2025-01-29,Port Anna,35.2,62.9,88.9,Safe,Improved,9517,13.1,0,4
2024-02-25,Port David,31.9,10.7,73.2,Unsafe,Improved,7432,25.3,1,5
2024-12-19,Lake Veronicaview,38.3,4.0,72.7,Unsafe,Improved,7312,7.8,3,15
2024-09-07,North Cody,26.8,2.6,43.8,Unsafe,Improved,9135,9.2,2,2
2024-02-06,Harrisonfort,27.8,17.4,58.1,Safe,Unimproved,5167,2.0,4,4
2023-07-25,Mcbridefurt,28.8,12.3,82.1,Unsafe,Improved,2642,25.6,2,4
2024-01-20,Lake Kaylafurt,22.4,38.4,79.6,Safe,Unimproved,380,24.6,2,6
2024-08-04,Port Angela,28.3,95.2,45.3,Safe,Improved,9766,10.3,2,6
2024-09-22,Lake Monicachester,23.3,4.1,48.4,Unsafe,Improved,2900,23.9,2,2
2024-11-11,Port Kimberlyshire,31.0,9.3,68.2,Unsafe,Unimproved,5724,8.2,0,5
2024-05-19,Markchester,23.3,1.6,77.2,Unsafe,Improved,6141,23.3,3,8
2025-02-01,North Shawn,25.4,2.5,80.5,Safe,Improved,7908,21.3,3,2
2023-08-21,Madelineland,20.5,0.0,81.1,Unsafe,Unimproved,3895,8.1,0,6
2024-11-14,Smithhaven,32.6,13.4,62.8,Unsafe,Unimproved,9545,1.7,3,9
2024-01-24,Port Crystaltown,39.2,25.4,55.0,Safe,Improved,654,24.7,2,4
2024-03-02,Diaztown,23.3,30.3,85.8,Unsafe,Unimproved,4039,14.5,3,11
2023-06-25,Williamschester,30.0,49.2,71.7,Unsafe,Unimproved,8843,21.5,2,13
2024-05-26,Mendozashire,24.8,10.3,78.0,Unsafe,Unimproved,488,26.0,2,11
2024-10-14,Lake Randyfort,28.0,29.1,45.2,Safe,Unimproved,8743,22.8,1,3
2024-07-17,North Phillip,25.3,7.3,80.2,Safe,Improved,5051,1.0,1,1
2024-05-31,Lake Jeffreymouth,31.6,2.5,58.0,Safe,Unimproved,3125,21.7,2,9
2023-11-16,North Matthewchester,33.6,6.1,88.7,Safe,Unimproved,8307,6.2,4,9
2023-10-01,East Paula,25.2,83.1,47.5,Unsafe,Unimproved,5612,2.3,2,15
2024-02-07,Lake Amyburgh,23.7,1.7,56.5,Unsafe,Unimproved,6087,23.7,1,3
2024-05-28,Floresburgh,22.2,15.9,80.7,Unsafe,Unimproved,1209,8.4,4,8
2023-07-14,East Denise,27.0,22.9,70.6,Unsafe,Unimproved,4199,5.3,0,5
2023-09-16,Dixonburgh,36.3,59.3,54.7,Unsafe,Improved,6855,18.9,1,12
2023-08-08,Lake Donna,26.9,30.1,55.8,Safe,Unimproved,4075,15.4,0,7
2023-08-18,South Jamesfurt,35.0,73.1,68.1,Unsafe,Unimproved,7708,29.5,4,18
2023-12-24,Port Steven,22.2,41.8,44.0,Unsafe,Improved,1536,7.4,2,8
2024-12-18,Kerrland,22.4,16.0,82.7,Unsafe,Improved,2912,13.9,0,4
2025-04-27,Melissamouth,31.7,3.3,62.0,Safe,Unimproved,3867,3.1,0,5
2024-10-02,Lake Josephbury,27.6,1.3,43.7,Safe,Improved,4456,25.8,2,2
2023-08-20,Aaronshire,34.1,9.2,69.4,Safe,Improved,326,0.7,1,5
2023-09-03,Heiditown,25.4,15.8,73.7,Unsafe,Improved,9415,1.7,4,6
2024-06-26,Stricklandbury,14.9,50.3,52.5,Safe,Unimproved,5889,15.3,4,7
2024-01-03,East Laurenton,36.7,3.8,59.0,Safe,Improved,6003,3.3,0,6
2024-08-06,Mariamouth,29.2,5.7,57.7,Unsafe,Unimproved,5124,6.1,1,11
2024-10-28,Tonishire,25.7,14.1,66.6,Unsafe,Unimproved,3744,18.5,0,7
2025-03-26,Christensenberg,28.9,48.3,46.4,Unsafe,Unimproved,3544,17.3,0,5
2023-09-24,Oconnellland,37.0,25.4,55.4,Safe,Improved,6136,3.0,3,11
2023-07-16,Andreamouth,23.9,2.8,40.7,Unsafe,Unimproved,4346,27.7,1,12
2023-07-30,Espinozabury,13.9,11.3,51.8,Safe,Improved,974,25.2,0,0
2024-02-08,Brianchester,33.3,17.6,67.8,Unsafe,Improved,8971,19.9,4,10
2024-10-02,South Wyattmouth,21.0,9.4,62.4,Unsafe,Unimproved,8804,15.8,3,13
2025-02-24,North Brian,26.9,17.4,61.1,Safe,Unimproved,5144,6.0,1,7
2023-12-31,South Jared,27.2,10.2,82.9,Unsafe,Improved,2535,8.4,4,7
2025-03-05,West Shawn,21.6,3.0,45.2,Unsafe,Improved,326,14.5,3,9
2024-10-31,Jenniferport,30.0,11.4,69.4,Unsafe,Unimproved,4812,2.4,2,12
2023-11-15,Port Jenniferland,28.2,3.5,46.8,Safe,Unimproved,8190,18.8,3,9
2024-07-27,New Royland,23.0,17.7,46.4,Safe,Improved,3240,17.7,0,0
2025-04-29,Penaborough,38.5,32.0,82.6,Safe,Improved,2573,24.4,2,6
2023-11-18,West Michele,27.9,6.2,53.1,Unsafe,Improved,4442,17.3,2,2
2023-05-13,East Tonyaland,31.5,24.6,80.4,Safe,Improved,6685,30.0,0,2
2023-09-23,Davisshire,20.8,48.6,87.8,Safe,Improved,6334,25.0,1,0
2023-05-18,New Katherine,35.9,49.9,45.1,Unsafe,Unimproved,6552,8.2,2,13
2024-06-07,South Josemouth,32.4,17.9,59.7,Unsafe,Improved,1584,1.4,4,15
2023-07-20,Floresfurt,26.6,3.6,52.7,Unsafe,Unimproved,6125,2.8,2,10
2024-04-17,Port Paula,18.6,15.6,45.7,Unsafe,Unimproved,1079,19.3,2,9
2023-05-16,South Jamesport,30.5,4.4,60.6,Unsafe,Unimproved,7677,22.9,0,10
2024-09-28,Nashberg,34.4,26.5,40.8,Unsafe,Improved,7139,21.7,1,8
2023-08-10,Port Andreaview,30.8,13.3,46.7,Safe,Unimproved,875,9.7,3,10
2025-04-08,Vanessaburgh,37.2,10.0,89.0,Unsafe,Improved,5909,9.0,4,11
2024-12-14,West Vanessachester,23.1,31.4,75.6,Unsafe,Improved,7473,0.5,4,8
2024-06-22,Lake Jeffery,26.0,100.1,70.9,Unsafe,Improved,1478,14.8,3,9
2024-06-21,West Scottmouth,27.6,71.2,68.5,Safe,Unimproved,7074,21.5,1,4
2024-01-20,North Larryville,26.4,25.4,79.9,Unsafe,Unimproved,9358,19.3,1,10
2024-08-25,Port Russell,30.3,42.9,79.2,Safe,Improved,9625,23.4,1,6
2024-06-10,Jasonton,28.9,4.4,73.3,Unsafe,Unimproved,3415,21.9,1,9
2023-09-15,Amyland,28.3,13.1,63.7,Unsafe,Improved,8732,3.4,1,8
2024-10-12,Lake Caleb,32.9,16.2,82.0,Safe,Improved,5329,11.5,1,5
2023-10-20,Kennethton,28.8,13.7,43.8,Unsafe,Unimproved,7438,18.3,0,4
2025-01-04,Sydneychester,23.5,6.8,66.0,Safe,Unimproved,2241,11.2,2,0
2024-07-07,Lake Samuelburgh,36.7,2.0,70.5,Safe,Unimproved,2964,21.4,0,10
2024-09-28,East James,24.2,20.7,67.9,Unsafe,Unimproved,754,5.7,4,12
2024-05-23,Tranport,25.2,8.4,52.4,Unsafe,Unimproved,3506,3.8,3,8
2024-05-07,South Davidhaven,31.9,8.4,83.4,Safe,Unimproved,5770,8.7,0,3
2023-12-24,Bellfurt,25.6,17.3,61.4,Safe,Improved,2858,3.6,2,3
2023-06-21,Alexishaven,28.5,5.8,40.8,Unsafe,Improved,8447,29.6,4,12
2023-10-28,Michaelberg,27.5,73.5,64.2,Safe,Improved,1349,25.3,4,7
2023-05-14,Georgebury,23.9,2.3,67.6,Safe,Improved,6096,11.3,2,2
2024-12-27,Daughertyfort,24.0,1.8,53.6,Unsafe,Unimproved,9254,20.8,4,7
2025-01-21,East Charlesberg,33.9,49.0,54.3,Safe,Unimproved,5227,0.8,3,8
2024-11-16,Lindashire,25.5,89.9,40.4,Safe,Improved,5608,15.4,2,4
2024-06-07,South Johnnyport,31.3,30.1,81.8,Safe,Improved,3783,8.1,1,2
2023-05-31,Andrewberg,19.4,1.1,41.4,Unsafe,Improved,4954,29.1,4,8
2024-08-17,South Christina,33.3,34.7,44.1,Safe,Improved,4518,7.3,4,5
2024-10-06,Masonmouth,25.7,16.2,69.4,Unsafe,Improved,9442,6.4,2,10
2025-03-05,Sullivantown,29.5,11.6,75.4,Unsafe,Unimproved,5555,22.1,0,6
2024-10-20,Port Heather,22.2,9.3,70.6,Unsafe,Improved,9427,11.0,3,13
2024-12-13,West Donaldborough,34.3,43.4,45.4,Unsafe,Improved,2118,29.8,0,9
2024-06-12,Greenchester,28.7,16.9,88.6,Unsafe,Unimproved,5229,14.0,0,6
2024-02-16,Marshallberg,23.1,20.2,77.7,Unsafe,Improved,1935,4.0,4,6
2023-05-23,Lake Pamela,28.5,3.4,48.2,Safe,Improved,9443,23.8,3,3
2024-09-29,Millerfurt,33.8,10.9,80.4,Safe,Unimproved,8779,14.0,4,9
2023-08-15,North Levi,28.8,27.6,81.4,Unsafe,Unimproved,2870,13.7,3,5
2024-02-03,South Andrewtown,30.5,7.9,83.2,Unsafe,Improved,8086,19.9,1,6
2023-06-16,East Lesliemouth,23.2,10.0,85.9,Safe,Unimproved,6805,1.0,2,2
2024-06-22,Monicamouth,24.1,2.2,48.0,Safe,Improved,7539,8.9,3,4
2024-11-19,Lindseyland,19.4,8.5,76.5,Unsafe,Unimproved,7164,28.6,1,5
2024-01-22,Ericafurt,26.7,91.1,48.7,Unsafe,Unimproved,1000,5.1,2,16
2023-09-22,Port Jacquelineburgh,22.8,12.0,42.4,Unsafe,Improved,3888,6.2,0,3
2025-04-28,Lake Thomasburgh,33.8,15.2,43.3,Safe,Unimproved,5688,2.6,4,10
2024-09-30,North Tiffanyberg,24.2,1.2,41.4,Unsafe,Unimproved,1327,14.2,4,9
2024-03-20,Ryanmouth,21.1,6.2,57.4,Safe,Improved,855,10.8,3,8
2024-12-23,Perryborough,21.8,12.6,63.5,Unsafe,Improved,5313,27.2,2,5
2024-03-18,North Pam,25.7,41.1,48.1,Safe,Improved,343,17.7,1,2
2024-09-21,Lake Kristinaside,26.4,38.7,66.7,Safe,Unimproved,4886,20.5,4,7
2023-07-13,East Jamesborough,28.3,0.8,55.0,Safe,Unimproved,3856,5.8,3,7
2023-06-10,Kathleenland,19.9,22.4,44.5,Safe,Unimproved,4003,9.8,1,7
2023-06-14,Phillipsbury,25.4,45.8,89.7,Safe,Improved,439,14.7,2,2
2023-09-30,Michellemouth,30.2,18.2,57.0,Safe,Improved,312,25.1,0,3
2025-01-29,West Melissa,21.0,14.7,82.4,Unsafe,Improved,5218,28.6,4,5
2023-08-22,Brennanshire,31.3,3.6,68.2,Unsafe,Unimproved,8708,26.5,1,12
2023-10-17,New Elizabeth,27.7,7.4,57.7,Safe,Improved,3773,7.7,0,0
2024-11-08,Thomasshire,25.7,74.5,84.8,Unsafe,Unimproved,4183,26.5,1,10
2025-01-12,East Andrewtown,31.2,9.0,42.6,Unsafe,Unimproved,930,26.4,2,11
2023-12-26,Sarahside,30.0,55.1,44.6,Safe,Unimproved,4234,2.2,0,2
2024-02-08,West Williamtown,22.9,4.7,81.5,Safe,Unimproved,7786,13.9,2,4
2024-08-24,Lake Jennifermouth,30.7,39.6,86.8,Safe,Unimproved,2561,18.6,3,12
2023-05-21,Lake Charlesfort,35.6,38.3,54.9,Safe,Improved,3581,10.8,0,2
2025-03-25,Lake Scotttown,32.0,2.2,66.3,Safe,Improved,9436,18.3,0,4
2023-11-19,Lake Jamesview,24.2,12.8,63.3,Unsafe,Unimproved,4509,3.5,4,11
2025-03-12,West Jorge,29.5,18.7,68.2,Unsafe,Unimproved,4371,16.1,3,13
2024-02-29,Sharonside,24.3,5.5,59.0,Unsafe,Unimproved,5925,25.0,1,9
2024-06-24,Colemanberg,29.3,41.4,77.1,Safe,Unimproved,1051,3.7,3,9
2024-04-19,Gloriahaven,21.6,26.5,56.2,Unsafe,Improved,2555,15.0,4,7
2024-07-16,Lake Scott,29.0,0.4,59.6,Safe,Unimproved,1061,13.3,1,4
2023-12-30,Port Emmaborough,24.6,19.9,83.9,Safe,Improved,2249,9.7,3,2
2023-08-24,Pattersonmouth,31.0,7.2,82.7,Safe,Improved,9401,7.5,1,2
2024-04-26,South Sheilaport,27.5,43.6,72.5,Unsafe,Improved,1593,11.8,2,3
2024-07-24,Anthonyborough,28.0,22.9,49.1,Unsafe,Improved,2586,29.4,4,5
2023-09-28,South Matthewfurt,24.5,27.2,44.8,Safe,Unimproved,3922,5.3,3,3
2024-01-06,Austinbury,25.1,1.6,78.1,Unsafe,Improved,828,25.6,3,4
2024-01-31,Josephton,29.7,2.7,50.5,Unsafe,Improved,1314,12.3,0,4
2024-01-17,Port Haley,31.8,98.9,68.4,Safe,Improved,7377,1.2,1,1
2024-09-24,North Thomas,16.7,16.6,84.0,Safe,Unimproved,7731,18.0,4,13
2025-02-08,Joneshaven,24.9,15.4,71.5,Unsafe,Unimproved,4032,15.1,2,4
2024-03-18,Lake Marcton,26.9,34.6,59.2,Safe,Improved,2771,3.6,1,3
2023-11-27,Kevinfurt,25.9,17.8,58.1,Unsafe,Unimproved,3734,21.5,2,11
2024-05-06,New Kevin,34.4,6.9,88.8,Unsafe,Unimproved,7109,26.6,4,15
2023-11-26,South Elizabethshire,28.2,29.1,88.8,Unsafe,Improved,8664,4.2,1,5
2024-10-21,Port Brian,15.6,10.5,67.1,Unsafe,Improved,9944,26.3,4,5
2025-01-04,West Wesley,25.8,10.5,88.2,Unsafe,Improved,380,1.5,0,8
2023-10-06,Natashastad,32.6,14.7,63.0,Unsafe,Unimproved,3854,26.3,2,18
2023-09-06,Rodneyfurt,28.0,26.3,62.1,Unsafe,Improved,8257,22.5,1,5
2023-08-24,Victorbury,24.9,3.4,80.1,Safe,Improved,885,2.4,4,3
2025-04-29,East Markshire,29.9,13.0,51.9,Unsafe,Unimproved,4897,21.4,4,12
2023-05-30,Lake Kristinshire,30.3,5.2,87.2,Safe,Improved,5133,25.2,1,3
2024-05-27,North Michael,25.0,30.1,58.1,Unsafe,Unimproved,9290,26.7,1,10
2024-12-27,West Stacy,32.3,10.6,63.1,Safe,Unimproved,4664,17.8,3,6
2024-01-18,East Stephanie,25.3,20.1,53.0,Unsafe,Improved,8108,15.9,4,11
2023-09-29,Port Molly,18.9,40.0,77.6,Unsafe,Unimproved,6278,4.3,3,7
2025-02-02,New Sandra,34.8,8.9,67.7,Safe,Unimproved,6880,12.2,3,10
2024-08-07,Lake Jason,30.8,4.2,85.3,Safe,Unimproved,8524,4.6,4,12
2024-03-16,Kristinaburgh,26.9,5.4,70.7,Unsafe,Unimproved,4466,9.2,3,10
2023-07-09,Jefferyberg,21.6,16.0,55.8,Safe,Improved,1780,17.8,1,0
2023-06-25,Port Jonathanburgh,29.1,1.1,55.3,Unsafe,Unimproved,223,1.0,0,4
2024-08-07,Jessebury,23.8,3.1,61.5,Safe,Improved,2061,3.5,3,2
2024-03-21,South Kimberly,23.7,2.2,74.7,Unsafe,Unimproved,3793,10.9,3,8
2023-10-13,South Thomas,21.3,17.8,42.3,Safe,Unimproved,8724,21.8,4,7
2023-08-18,Larsenside,29.1,54.6,80.4,Unsafe,Improved,9539,5.1,2,14
2024-09-29,Delacruzshire,32.5,13.8,43.3,Safe,Improved,1054,7.4,2,5
2025-01-06,Chaseland,25.2,11.7,56.2,Safe,Unimproved,2774,6.8,4,7
2023-09-23,Smithborough,21.8,2.8,84.3,Safe,Improved,6929,20.5,3,2
2024-04-13,South Jeffreyview,24.8,74.6,49.0,Unsafe,Unimproved,7285,27.6,2,17
2023-07-29,Lake Edward,29.5,1.1,87.0,Unsafe,Improved,8825,12.5,0,2
2024-02-05,Fowlermouth,21.9,13.6,68.7,Unsafe,Unimproved,3426,18.5,2,11
2023-11-25,East Marvin,26.4,5.5,86.7,Safe,Improved,9904,27.5,0,0
2024-04-27,Perezfurt,31.0,1.4,63.9,Unsafe,Improved,1352,8.0,3,14
2024-04-03,New Davidborough,35.4,15.0,51.7,Unsafe,Improved,4830,23.7,2,11
2024-05-24,Ronaldmouth,26.3,126.7,45.3,Unsafe,Unimproved,5984,28.9,2,10
2024-02-26,East Cassieburgh,23.9,6.4,61.3,Unsafe,Unimproved,496,21.5,0,6
2023-08-26,Davidmouth,33.4,67.5,70.0,Safe,Improved,1253,20.1,3,14
2025-01-15,Carrollshire,21.2,19.5,60.7,Unsafe,Improved,2042,2.8,2,6
2023-11-28,Richardberg,30.4,11.9,40.4,Safe,Unimproved,1350,14.5,2,8
2023-09-23,South Stacy,29.5,12.3,59.7,Safe,Improved,6183,26.2,2,1
2024-08-11,West Duanehaven,27.4,5.8,48.0,Unsafe,Unimproved,6021,20.8,2,10
2025-02-08,Port Emilychester,19.2,5.3,67.8,Safe,Improved,747,13.8,4,9
2024-10-13,North Dianeville,27.7,6.9,71.9,Safe,Unimproved,3252,12.5,1,10
2024-07-06,Dodsonburgh,28.4,1.6,49.0,Unsafe,Improved,4017,5.8,3,6
2024-06-08,Port Allison,20.3,31.8,42.4,Safe,Improved,4771,21.4,4,1
2024-01-23,North Larrychester,14.5,50.5,43.8,Unsafe,Unimproved,7786,6.6,3,12
2024-11-02,Garciabury,23.2,0.7,67.8,Safe,Unimproved,8659,11.3,2,7
2025-04-13,North Nathanland,35.4,35.7,50.6,Safe,Unimproved,5987,25.0,4,8
2024-02-23,New Sarah,32.2,13.6,49.5,Unsafe,Improved,227,15.8,4,12
2024-03-30,North Jesse,29.8,9.2,41.9,Safe,Unimproved,5035,7.1,0,4
2023-06-22,Parkborough,31.7,22.9,50.5,Safe,Improved,8370,28.4,4,9
2023-09-02,West Tracy,29.2,67.6,48.7,Safe,Improved,3729,22.9,3,6
2023-07-03,Tonyburgh,32.7,141.0,47.0,Unsafe,Unimproved,382,1.3,1,15
2024-06-09,North Sandrafurt,26.6,3.1,89.3,Unsafe,Improved,2830,20.0,1,4
2025-03-03,East Jennifer,22.3,13.6,47.0,Safe,Unimproved,5477,12.9,2,3
2025-05-11,West James,23.9,8.6,71.0,Safe,Improved,231,7.1,4,5
2025-04-05,Jonesmouth,28.1,4.1,68.5,Safe,Improved,6226,20.0,2,1
2024-04-23,North John,28.3,3.7,48.1,Safe,Unimproved,8261,1.8,4,6
2023-06-14,South Logan,26.3,37.7,78.2,Unsafe,Improved,2464,24.0,4,9
2023-07-28,Jenkinsland,34.0,38.0,66.0,Safe,Improved,8163,22.3,0,1
2025-05-10,North Samanthaton,29.0,6.3,85.9,Unsafe,Improved,8101,21.8,1,8
2024-10-19,Rileybury,30.4,11.9,53.3,Unsafe,Improved,853,4.7,1,8
2024-01-26,East Rachelfort,33.7,3.3,58.2,Safe,Improved,7514,26.5,3,6
2023-09-26,East Keith,24.6,52.1,42.0,Unsafe,Unimproved,4415,28.4,2,7
2023-11-24,Johnchester,21.0,8.7,46.0,Safe,Improved,636,6.3,2,1
2023-11-07,Port Brentborough,25.2,30.2,56.2,Safe,Improved,1256,4.3,1,1
2024-03-03,Port Jessica,27.7,22.7,89.8,Unsafe,Improved,6925,9.2,2,3
2023-11-03,Lake Markshire,25.1,29.9,80.2,Safe,Improved,5760,0.6,2,4
2024-02-25,Port Natalie,22.3,16.5,89.2,Safe,Improved,2333,18.5,2,1
2024-03-08,North Lisa,27.2,13.0,78.0,Unsafe,Improved,7315,22.6,4,10
2024-12-09,Port Annchester,35.4,1.2,48.6,Safe,Improved,3193,26.3,0,3
2024-10-12,Lake Isaacton,31.1,9.2,83.6,Unsafe,Improved,5726,13.1,4,9
2024-05-24,Harrisonchester,27.1,33.0,57.4,Safe,Unimproved,2083,1.3,0,6
2023-05-20,Port Johnberg,22.7,20.9,63.6,Safe,Improved,600,12.7,0,0
2023-06-07,Taylorshire,28.5,4.8,59.7,Safe,Improved,7991,18.1,3,1
2023-08-03,East John,25.5,22.0,85.1,Safe,Improved,4056,23.8,0,0
2024-02-25,New Christophertown,34.7,32.1,44.8,Safe,Improved,141,12.9,0,1
2024-03-23,Michelleton,29.4,1.3,50.8,Safe,Improved,6374,8.8,3,1
2024-07-07,Josephfort,25.6,6.7,61.6,Unsafe,Improved,173,12.5,3,7
2023-08-25,New Jennifer,37.3,12.9,86.7,Unsafe,Improved,6702,10.4,4,6
2024-10-11,Palmermouth,17.2,3.1,88.9,Unsafe,Improved,2998,4.7,3,8
2024-06-27,Port Andrewchester,27.7,25.9,55.3,Unsafe,Unimproved,2620,2.8,3,9
2024-01-17,Port Tommychester,17.3,0.3,55.9,Safe,Unimproved,6987,24.9,0,2
2023-06-19,Jasonmouth,27.5,16.2,65.7,Unsafe,Unimproved,3332,14.2,0,10
2024-03-07,Wilkinsside,24.3,22.7,74.4,Unsafe,Improved,4433,13.1,0,2
2024-03-30,Ryanville,24.2,0.4,56.0,Safe,Improved,9276,27.4,1,0
2023-06-12,East Benjamin,23.3,15.7,46.4,Unsafe,Unimproved,6114,20.3,2,7
2024-11-29,West Carl,22.4,20.4,62.2,Safe,Improved,2846,7.9,3,7
2023-05-20,Port Richardfort,27.4,0.0,82.1,Unsafe,Unimproved,2809,19.9,3,12
2023-11-15,Port Chris,27.1,23.4,72.6,Safe,Unimproved,5034,7.5,2,4
2024-03-15,North Ryan,39.0,3.3,54.3,Unsafe,Unimproved,2819,12.6,1,12
2023-10-22,Davisville,36.4,7.4,60.3,Unsafe,Improved,3853,21.5,0,5
2024-09-05,Daltonshire,35.2,2.6,43.7,Safe,Improved,6178,7.8,0,4
2023-12-23,Johnstonborough,31.8,13.1,55.2,Safe,Improved,558,11.1,4,4
2024-04-28,East Zachary,23.8,18.0,84.6,Safe,Improved,2000,21.6,3,1
2024-03-15,South Danielle,32.4,5.8,50.7,Safe,Unimproved,8455,13.5,3,10
2025-01-07,South Rebeccaview,31.7,43.7,76.3,Unsafe,Unimproved,9126,2.0,1,9
2023-07-21,New Eugenemouth,33.9,6.6,58.6,Unsafe,Improved,7861,7.8,3,8
2024-12-08,Downsville,29.0,29.8,60.3,Safe,Improved,2870,21.9,1,2
2024-04-28,East Mike,22.1,85.9,67.8,Unsafe,Unimproved,3781,20.8,0,6
2023-06-12,Jamesview,35.8,23.2,87.7,Safe,Improved,5931,12.5,0,3
2023-07-16,Brianport,31.4,4.6,83.7,Safe,Unimproved,629,23.7,0,2
2024-12-20,Lake Ashley,28.5,8.2,50.4,Unsafe,Unimproved,2887,1.8,1,8
2025-04-01,Port Douglas,23.1,52.9,75.0,Unsafe,Unimproved,262,7.3,3,14
2023-05-28,Wagnerborough,25.5,9.4,80.3,Safe,Improved,2012,1.6,0,0
2023-11-08,North Crystalhaven,27.4,40.9,74.0,Unsafe,Unimproved,2869,10.1,0,8
2024-08-02,Adamhaven,21.6,38.8,65.0,Unsafe,Improved,3651,1.5,4,5
2025-02-12,Christineborough,26.2,3.8,49.4,Safe,Improved,3838,6.2,0,0
2023-11-26,Zimmermanfurt,36.6,59.9,73.8,Safe,Unimproved,7210,17.7,3,11
2025-02-07,Port Emilyville,35.1,4.5,49.6,Unsafe,Unimproved,2023,2.7,2,9
2024-05-15,Katieview,21.9,19.4,66.5,Safe,Unimproved,6090,25.9,3,13
2024-01-29,Lake Troyland,31.9,1.4,79.3,Safe,Improved,7587,12.5,0,1
2024-09-16,North Dannyport,30.7,12.1,64.7,Unsafe,Improved,7291,26.1,3,6
2024-08-20,Lake Madeline,30.2,40.8,86.4,Safe,Improved,8918,24.8,0,2
2023-06-07,North Anneland,28.0,1.9,60.9,Unsafe,Unimproved,465,20.9,3,7
2023-12-13,East Kevin,28.1,5.3,41.1,Unsafe,Unimproved,9515,6.1,3,7
2024-06-26,West Nicolestad,30.9,2.4,85.2,Safe,Unimproved,2122,21.7,0,4
2023-09-16,Wrightburgh,24.3,2.9,66.0,Safe,Improved,3963,16.7,1,1
2024-12-12,East Regina,37.4,57.5,75.5,Safe,Improved,6223,23.2,0,3
2024-08-31,Duranberg,30.6,71.3,80.8,Unsafe,Improved,1734,8.7,4,18
2025-02-18,Lake Daniel,32.6,6.5,48.5,Safe,Improved,4994,25.7,0,1
2024-11-06,Burtonside,14.1,36.4,72.2,Unsafe,Unimproved,5317,25.5,1,11
2025-04-22,South Mario,26.6,66.8,62.4,Safe,Unimproved,8974,1.7,4,5
2024-04-19,Marcton,22.2,127.1,70.6,Unsafe,Unimproved,731,7.2,0,9
2024-05-24,Braytown,32.1,34.5,51.3,Unsafe,Improved,7148,19.3,0,9
2024-01-01,Cynthiaport,30.6,45.4,44.3,Unsafe,Unimproved,611,6.7,3,14
2025-04-17,West Kevinville,20.3,7.7,54.1,Unsafe,Unimproved,8465,0.7,2,13
2024-01-24,Lake Michael,24.0,47.9,84.2,Safe,Unimproved,6922,16.0,2,11
2024-09-17,West Cathyside,29.2,9.1,48.4,Safe,Improved,4490,27.3,3,3
2023-12-25,South Samuel,26.9,16.4,88.7,Safe,Improved,2441,4.0,1,1
2024-03-10,Bennettfurt,24.7,0.2,64.1,Unsafe,Improved,9667,17.9,3,4
2024-07-18,New Austin,36.0,13.7,84.9,Safe,Improved,622,19.3,3,5
2023-06-15,Sandersland,23.3,22.5,47.6,Safe,Improved,101,20.4,0,0
2024-11-11,Port Juliebury,13.7,6.9,89.4,Safe,Unimproved,6085,16.5,4,4
2023-08-02,South Michaelside,30.9,85.2,71.9,Unsafe,Improved,2384,3.6,0,7
2024-05-15,Keithbury,28.1,0.9,76.1,Safe,Unimproved,3083,3.4,3,10
2024-06-22,East Billy,30.4,27.7,64.3,Unsafe,Improved,7854,12.4,4,9
2024-08-30,New Georgeton,27.0,10.4,43.0,Unsafe,Improved,5455,18.6,0,2
2024-03-08,New Colleen,30.0,6.7,63.3,Safe,Unimproved,8449,21.5,1,2
2024-06-11,Cochranmouth,24.1,11.5,84.7,Unsafe,Improved,5479,15.8,3,5
2025-03-16,Port Donnamouth,19.8,37.4,79.5,Safe,Unimproved,5080,14.9,2,5
2024-03-30,Port Jeremyton,30.0,6.0,67.9,Safe,Unimproved,5476,7.9,4,8
2024-05-08,Campbellton,24.8,4.0,55.5,Safe,Improved,4309,17.6,2,1
2023-06-15,West Daniel,25.2,12.0,67.3,Unsafe,Unimproved,3981,26.5,2,5
2025-03-04,Thomasside,33.0,54.3,70.7,Safe,Unimproved,7682,28.7,2,17
